domain,title,category
university,Trường Cao đẳng Công nghiệp Quốc phòng,Trường đại học
university,Trường Cao đẳng Sư phạm Nam Định,Trường đại học
university,Trường Cao đẳng Cơ điện và Xây Dựng Bắc Ninh,Trường đại học
university,Trường Cao đẳng Kinh tế Công nghệ Hà Nội,Trường cao đẳng cộng đồng
university,Trường Cao đẳng Công Nghiệp In,Trường đại học
university,Trường Cao Đẳng Đại Việt,Trường đại học
university,Cao Đẳng Nghề Mỏ Hồng Cẩm,Trường đại học
university,Trường Cao đẳng Cơ điện Xây dựng Việt Xô,Trường cao đẳng/đại học chính phủ
university,Trường Cao Đẳng Viglacera,Trường dạy nghề
university,Cao Đẳng Văn Lang,Tổ chức giáo dục
university,Trường Cao đẳng Sư phạm Trung ương,Trường đại học
university,Trường Trung Cấp Nghề Tổng Hợp Hà Nội,Trường dạy nghề
university,AP Education Group (AEG),Trung tâm giáo dục
university,Trung Tâm Anh Ngữ SCES,Trường dạy tiếng Anh
university,"Hanoi Connection - Cơ sở An Đồng, An Dương, Hải Phòng",Trường dạy tiếng Anh
university,PEC Building - Trung tâm Anh ngữ Quốc tế PEC CS 149 Tô Hiệu,Trung tâm giáo dục
university,Công ty TNHH TCS EDUCATION,Trung tâm trường học
university,Trường THPT Ngô Quyền,Trường cấp ba
university,Trung tâm ngoại ngữ Quốc Tế Ocean Edu An Dương,Trường dạy tiếng Anh
university,Trung Tâm,Trường dạy tiếng Anh
university,Tiếng Trung Kỳ Lân,Trường ngoại ngữ
university,MS TRANG IELTS HẢI PHÒNG,Trường dạy tiếng Anh
university,Trung tâm Anh Ngữ Quốc Tế PEC CS 41-45 Lạch Tray,Trường dạy tiếng Anh
university,Trung Tâm Du Học Hàn Quốc TGT Hải Phòng,Trường ngoại ngữ
university,IELTS Fighter - Ms Hoa Junior Trần Nguyên hãn,Trường dạy tiếng Anh
university,Trường THPT Thái Phiên,Trường cấp ba
university,Du học và nhân lực quốc tê HURECO,Trung tâm giáo dục
university,ESL tutor,Trường dạy tiếng Anh
university,Trường THCS Tân Tiến,Trường THCS
university,Trung tâm Anh ngữ Quốc tế GIGI,Trường ngoại ngữ
university,Trung Tâm Anh Ngữ Popodoo Hải Phòng,Trường dạy tiếng Anh
university,Trung Tâm Ngoại Ngữ Wecan Hải Phòng Chất Lượng Cao,Trường ngoại ngữ
university,Anh ngữ Newton Thủy Nguyên,Trường dạy tiếng Anh
university,Trung tâm Anh ngữ Newlife Hải Phòng,Trung tâm giáo dục
university,Apollo English Imperia,Trường dạy tiếng Anh
university,Trường THCS Nguyễn Văn Cừ,Trường THCS
university,HT luyện thi và tiếng anh học thuật ESA,Trường dạy tiếng Anh
university,Trung Tâm Ngoại Ngữ Việt Mỹ Global - Tiếng Anh - Hồng Bàng Hải Phòng,Trường dạy tiếng Anh
university,Trung Tâm Luyện Thi Ielts Tại Hải Phòng - GIABAO EDU,Trường dạy tiếng Anh
university,Du học Đông Phong,Trường ngoại ngữ
university,TIA - Trung tâm Anh ngữ luyện thi SAT & IELTS Hải Phòng,Trung tâm giáo dục
university,"IELTS Fighter - Ms Hoa Junior Lạch Tray, Hải Phòng",Trường ngoại ngữ
university,Trường THCS Hợp Thành,Trường THCS
university,Trung tâm Anh Ngữ HuyenIELTS,Trường dạy tiếng Anh
university,Trung Tâm Apollo English Hai Bà Trưng,Trường ngoại ngữ
university,Trường THCS Tràng Cát,Trường THCS
university,Trường Trung Học Cơ Sở Hiền Giang,Trường THCS
university,CAO ĐẲNG CÔNG THƯƠNG QUỐC TẾ,Tổ chức giáo dục
university,Trường Trung cấp Quang Trung,Trường cao đẳng cộng đồng
university,Trường THCS Đông Kết,Trường THCS
university,Trường THCS Nguyễn Thiện Thuật,Trường THCS
university,Trường trung học cơ sở Mễ Sở,Trường THCS
university,Trung tâm Giáo dục Kỹ thuật Tổng hợp số 2,Trường cao đẳng cộng đồng
university,THCS An Vĩ,Trường THCS
university,Trung Tâm Anh Ngữ Hành Tinh,Trường dạy tiếng Anh
university,Trường THCS Phú Minh,Trường THCS
university,Trường THCS Duyên Thái,Trường THCS
university,Trường Trung Học Cơ Sở Khai Thái,Trường cấp ba
university,Berkeley City College,Trường cao đẳng cộng đồng
university,Mesa Community College,Trường cao đẳng cộng đồng
university,Trường THCS Văn Đức,Trường THCS
university,San Diego City College,Trường đại học
university,Trường Tiểu Học Vĩnh Xá,Trường liên cấp tiểu học và trung học
university,Paradise Valley Community College,Trường cao đẳng cộng đồng
university,Phoenix College,Trường cao đẳng cộng đồng
university,Đại học Cần Thơ,Đại học công lập
university,Đại Học Y Dược Cần Thơ,Trường đại học
university,Trường cao đẳng Đại Việt thành phố Cần Thơ,Trường đại học
university,Trường Đại học Kỹ thuật - Công nghệ Cần Thơ,Trường đại học
university,Trường Đại học Cảnh sát nhân dân (Cơ sở 3),Trường đại học
university,Trường Đại học Kiến Trúc Thành phố Hồ Chí Minh - Trung tâm Đào tạo TP.Cần Thơ,Trường đại học
university,Trường Cao đẳng Y tế Cần Thơ,Trường đại học
university,Trường Trung cấp Miền Tây,Trường đại học
university,Trường Kinh Tế - Trường Đại học Cần Thơ,Trường đại học
university,Cổng Chào Trường Đại Học Nam Cần Thơ,Trường đại học
university,Luyện thi đại học Đạt Lắm,Trung tâm giáo dục
university,Trường Đại học Nam Cần Thơ,Trường đại học
university,Khu E Đại học Nam Cần Thơ,Trường đại học
university,Cần Thơ,Trường cao đẳng nghề
university,Trường Đại Học Tây Đô,Trường đại học
university,Cổng Cửa Tiểu - Cửa Đại,Trường đại học
university,Trường Cao đẳng Kinh tế - Kỹ thuật Cần Thơ,Trường cao đẳng nghề
university,Trường Cao đẳng Nghề Cần Thơ,Trường cao đẳng nghề
university,Khoa Sư Phạm Trường Đại Học Cần Thơ,Tổ chức giáo dục
university,Trường Thủy sản - Trường Đại học Cần Thơ,Khoa học thuật
university,Cổng Hàm Luông,Trường đại học
university,Trường Cao đẳng Văn hóa Nghệ thuật Cần Thơ,Trường đại học
university,Ký túc xá Đại học FPT Cần Thơ,Trường đại học
university,Khoa Y,Khoa học thuật
university,Trường Nông nghiệp - Trường Đại Học Cần Thơ,Khoa học thuật
university,"Khoa Kỹ thuật Thủy lợi, Trường Bách khoa, Đại học Cần Thơ",Trường bách khoa
university,Trường Cao đẳng kinh tế kĩ thuật bách khoa,Trường đại học
university,FPT University,Trường đại học
university,Khoa Y tế công cộng,Khoa học thuật
university,Cổng Định An,Trường đại học
university,Học Tiếng Anh Thật Dễ,Trường đại học
university,Trung tâm Ngoại ngữ Trường Đại học Cần Thơ,Trường ngoại ngữ
university,Cơ Sở Luyện Thi Đại Học Hà Phương,Trung tâm luyện thi
university,Trại thực nghiệm Nông Nghiệp Đại học Cần Thơ,Trường đại học
university,Trường Đại học Xây dựng miền Tây - Cơ sở Cần Thơ,Tổ chức giáo dục
university,Dạy đàn Cần Thơ,Nhạc viện
university,Trường Công Nghệ Thông Tin và Truyền Thông (CTU),Khoa học thuật
university,Khoa Điều Dưỡng,Trường đại học
university,Trung tâm Ngoại ngữ - Trường Đại học Cần Thơ,Trung tâm giáo dục
university,Khu phức hợp Phòng thí nghiệm - ĐHCT,Khoa học thuật
university,Khoa Sau đại học,Khoa học thuật
university,Trường Cao Đẳng Kinh tế Đối ngoại (Cơ sở Cần Thơ),Trường đại học
university,"VPĐ Trường Nông Nghiệp, Đại học Cần Thơ",Trường đại học
